date,state,flip,cases,deaths
9/05/2020,Ica,11,38,0
10/05/2020,Ica,11,12,0
11/05/2020,Ica,11,43,0
12/05/2020,Ica,11,98,0
13/05/2020,Ica,11,77,0
14/05/2020,Ica,11,90,0
15/05/2020,Ica,11,104,0
16/05/2020,Ica,11,122,0
17/05/2020,Ica,11,34,0
18/05/2020,Ica,11,184,0
19/05/2020,Ica,11,95,0
20/05/2020,Ica,11,107,0
21/05/2020,Ica,11,178,0
22/05/2020,Ica,11,108,0
23/05/2020,Ica,11,92,0
24/05/2020,Ica,11,20,0
25/05/2020,Ica,11,247,0
26/05/2020,Ica,11,170,0
27/05/2020,Ica,11,210,0
28/05/2020,Ica,11,132,0
29/05/2020,Ica,11,297,0
30/05/2020,Ica,11,108,0
31/05/2020,Ica,11,28,0
1/06/2020,Ica,11,178,0
2/06/2020,Ica,11,194,0
3/06/2020,Ica,11,129,0
4/06/2020,Ica,11,101,0
5/06/2020,Ica,11,107,0
6/06/2020,Ica,11,150,0
7/06/2020,Ica,11,78,0
8/06/2020,Ica,11,159,0
9/06/2020,Ica,11,152,0
10/06/2020,Ica,11,190,0
11/06/2020,Ica,11,169,0
12/06/2020,Ica,11,188,0
13/06/2020,Ica,11,153,0
14/06/2020,Ica,11,28,0
15/06/2020,Ica,11,123,0
16/06/2020,Ica,11,85,0
17/06/2020,Ica,11,172,0
18/06/2020,Ica,11,79,0
19/06/2020,Ica,11,96,0
20/06/2020,Ica,11,124,0
21/06/2020,Ica,11,44,0
22/06/2020,Ica,11,203,0
23/06/2020,Ica,11,167,0
24/06/2020,Ica,11,136,0
25/06/2020,Ica,11,141,0
26/06/2020,Ica,11,211,0
27/06/2020,Ica,11,157,0
28/06/2020,Ica,11,96,0
29/06/2020,Ica,11,133,0
30/06/2020,Ica,11,93,0
1/07/2020,Ica,11,176,0
2/07/2020,Ica,11,164,0
3/07/2020,Ica,11,180,0
4/07/2020,Ica,11,176,0
5/07/2020,Ica,11,134,0
6/07/2020,Ica,11,190,0
7/07/2020,Ica,11,159,0
8/07/2020,Ica,11,97,0
9/07/2020,Ica,11,116,0
10/07/2020,Ica,11,182,0
11/07/2020,Ica,11,153,0
12/07/2020,Ica,11,56,0
13/07/2020,Ica,11,96,0
14/07/2020,Ica,11,178,0
15/07/2020,Ica,11,202,0
16/07/2020,Ica,11,207,0
17/07/2020,Ica,11,334,0
18/07/2020,Ica,11,260,0
19/07/2020,Ica,11,58,0
20/07/2020,Ica,11,91,0
21/07/2020,Ica,11,200,0
22/07/2020,Ica,11,256,0
23/07/2020,Ica,11,421,0
24/07/2020,Ica,11,218,0
25/07/2020,Ica,11,242,0
26/07/2020,Ica,11,84,0
27/07/2020,Ica,11,250,0
28/07/2020,Ica,11,113,0
29/07/2020,Ica,11,166,0
30/07/2020,Ica,11,222,0
31/07/2020,Ica,11,325,0
1/08/2020,Ica,11,223,0
2/08/2020,Ica,11,57,0
3/08/2020,Ica,11,320,0
4/08/2020,Ica,11,296,0
5/08/2020,Ica,11,242,0
6/08/2020,Ica,11,287,0
7/08/2020,Ica,11,287,0
8/08/2020,Ica,11,249,0
9/08/2020,Ica,11,80,0
10/08/2020,Ica,11,424,0
11/08/2020,Ica,11,285,0
12/08/2020,Ica,11,213,0
13/08/2020,Ica,11,222,0
14/08/2020,Ica,11,245,0
15/08/2020,Ica,11,154,0
16/08/2020,Ica,11,61,0
17/08/2020,Ica,11,280,0
18/08/2020,Ica,11,217,0
19/08/2020,Ica,11,277,0
20/08/2020,Ica,11,199,0
21/08/2020,Ica,11,200,0
22/08/2020,Ica,11,189,0
23/08/2020,Ica,11,4,0
19/03/2020,Junin,12,2,0
20/03/2020,Junin,12,7,0
24/03/2020,Junin,12,1,0
26/03/2020,Junin,12,1,0
28/03/2020,Junin,12,1,0
30/03/2020,Junin,12,4,0
1/04/2020,Junin,12,2,0
3/04/2020,Junin,12,8,0
5/04/2020,Junin,12,4,0
7/04/2020,Junin,12,13,0
8/04/2020,Junin,12,2,0
9/04/2020,Junin,12,14,0
10/04/2020,Junin,12,2,0
11/04/2020,Junin,12,8,0
12/04/2020,Junin,12,4,0
13/04/2020,Junin,12,9,0
14/04/2020,Junin,12,33,0
15/04/2020,Junin,12,12,0
16/04/2020,Junin,12,28,0
17/04/2020,Junin,12,20,0
18/04/2020,Junin,12,14,0
19/04/2020,Junin,12,5,0
20/04/2020,Junin,12,19,0
21/04/2020,Junin,12,28,0
22/04/2020,Junin,12,20,0
23/04/2020,Junin,12,22,0
24/04/2020,Junin,12,11,0
25/04/2020,Junin,12,15,0
26/04/2020,Junin,12,12,0
27/04/2020,Junin,12,33,0
28/04/2020,Junin,12,43,0
29/04/2020,Junin,12,45,0
30/04/2020,Junin,12,66,0
1/05/2020,Junin,12,26,0
2/05/2020,Junin,12,55,0
3/05/2020,Junin,12,48,0
4/05/2020,Junin,12,49,0
5/05/2020,Junin,12,69,0
6/05/2020,Junin,12,57,0
7/05/2020,Junin,12,63,0
8/05/2020,Junin,12,41,0
9/05/2020,Junin,12,35,0
10/05/2020,Junin,12,18,0
11/05/2020,Junin,12,44,0
12/05/2020,Junin,12,38,0
13/05/2020,Junin,12,74,0
14/05/2020,Junin,12,29,0
15/05/2020,Junin,12,48,0
16/05/2020,Junin,12,43,0
17/05/2020,Junin,12,8,0
18/05/2020,Junin,12,102,0
19/05/2020,Junin,12,41,0
20/05/2020,Junin,12,45,0
21/05/2020,Junin,12,39,0
22/05/2020,Junin,12,54,0
23/05/2020,Junin,12,38,0
24/05/2020,Junin,12,21,0
25/05/2020,Junin,12,51,0
26/05/2020,Junin,12,53,0
27/05/2020,Junin,12,90,0
28/05/2020,Junin,12,68,0
29/05/2020,Junin,12,76,0
30/05/2020,Junin,12,48,0
31/05/2020,Junin,12,15,0
1/06/2020,Junin,12,47,0
2/06/2020,Junin,12,67,0
3/06/2020,Junin,12,46,0
4/06/2020,Junin,12,31,0
5/06/2020,Junin,12,28,0
6/06/2020,Junin,12,50,0
7/06/2020,Junin,12,41,0
8/06/2020,Junin,12,86,0
9/06/2020,Junin,12,58,0
10/06/2020,Junin,12,98,0
11/06/2020,Junin,12,90,0
12/06/2020,Junin,12,69,0
13/06/2020,Junin,12,69,0
14/06/2020,Junin,12,55,0
15/06/2020,Junin,12,61,0
16/06/2020,Junin,12,56,0
17/06/2020,Junin,12,97,0
18/06/2020,Junin,12,86,0
19/06/2020,Junin,12,39,0
20/06/2020,Junin,12,85,0
21/06/2020,Junin,12,28,0
22/06/2020,Junin,12,92,0
23/06/2020,Junin,12,76,0
24/06/2020,Junin,12,62,0
25/06/2020,Junin,12,102,0
26/06/2020,Junin,12,85,0
27/06/2020,Junin,12,82,0
28/06/2020,Junin,12,85,0
29/06/2020,Junin,12,116,0
30/06/2020,Junin,12,68,0
1/07/2020,Junin,12,74,0
2/07/2020,Junin,12,83,0
3/07/2020,Junin,12,121,0
4/07/2020,Junin,12,75,0
5/07/2020,Junin,12,162,0
6/07/2020,Junin,12,187,0
7/07/2020,Junin,12,100,0
8/07/2020,Junin,12,57,0
9/07/2020,Junin,12,26,0
10/07/2020,Junin,12,150,0
11/07/2020,Junin,12,201,0
12/07/2020,Junin,12,114,0
13/07/2020,Junin,12,42,0
14/07/2020,Junin,12,160,0
15/07/2020,Junin,12,77,0
16/07/2020,Junin,12,164,0
17/07/2020,Junin,12,166,0
18/07/2020,Junin,12,142,0
19/07/2020,Junin,12,57,0
20/07/2020,Junin,12,107,0
21/07/2020,Junin,12,120,0
22/07/2020,Junin,12,191,0
23/07/2020,Junin,12,157,0
24/07/2020,Junin,12,153,0
25/07/2020,Junin,12,136,0
26/07/2020,Junin,12,139,0
27/07/2020,Junin,12,238,0
28/07/2020,Junin,12,129,0
29/07/2020,Junin,12,182,0
30/07/2020,Junin,12,169,0
31/07/2020,Junin,12,244,0
1/08/2020,Junin,12,183,0
2/08/2020,Junin,12,106,0
3/08/2020,Junin,12,267,0
4/08/2020,Junin,12,218,0
5/08/2020,Junin,12,225,0
6/08/2020,Junin,12,289,0
7/08/2020,Junin,12,234,0
8/08/2020,Junin,12,157,0
9/08/2020,Junin,12,87,0
10/08/2020,Junin,12,317,0
11/08/2020,Junin,12,211,0
12/08/2020,Junin,12,260,0
13/08/2020,Junin,12,294,0
14/08/2020,Junin,12,446,0
15/08/2020,Junin,12,392,0
16/08/2020,Junin,12,77,0
17/08/2020,Junin,12,349,0
18/08/2020,Junin,12,288,0
19/08/2020,Junin,12,245,0
20/08/2020,Junin,12,216,0
21/08/2020,Junin,12,183,0
22/08/2020,Junin,12,137,0
23/08/2020,Junin,12,47,0
15/03/2020,La Libertad,13,1,0
17/03/2020,La Libertad,13,1,0
20/03/2020,La Libertad,13,2,0
23/03/2020,La Libertad,13,1,0
24/03/2020,La Libertad,13,1,0
25/03/2020,La Libertad,13,3,0
27/03/2020,La Libertad,13,1,0
28/03/2020,La Libertad,13,2,0
29/03/2020,La Libertad,13,2,0
30/03/2020,La Libertad,13,4,0
31/03/2020,La Libertad,13,11,0
1/04/2020,La Libertad,13,7,0
2/04/2020,La Libertad,13,7,0
3/04/2020,La Libertad,13,5,0
4/04/2020,La Libertad,13,1,0
5/04/2020,La Libertad,13,7,0
6/04/2020,La Libertad,13,4,0
7/04/2020,La Libertad,13,21,0
8/04/2020,La Libertad,13,22,0
9/04/2020,La Libertad,13,7,0
10/04/2020,La Libertad,13,5,0
11/04/2020,La Libertad,13,9,0
12/04/2020,La Libertad,13,3,0
13/04/2020,La Libertad,13,23,0
14/04/2020,La Libertad,13,25,0
15/04/2020,La Libertad,13,27,0
16/04/2020,La Libertad,13,25,0
17/04/2020,La Libertad,13,26,0
18/04/2020,La Libertad,13,27,0
19/04/2020,La Libertad,13,10,0
20/04/2020,La Libertad,13,53,0
21/04/2020,La Libertad,13,45,0
22/04/2020,La Libertad,13,46,0
23/04/2020,La Libertad,13,40,0
24/04/2020,La Libertad,13,22,0
25/04/2020,La Libertad,13,53,0
26/04/2020,La Libertad,13,8,0
27/04/2020,La Libertad,13,71,0
28/04/2020,La Libertad,13,177,0
29/04/2020,La Libertad,13,142,0
30/04/2020,La Libertad,13,136,0
1/05/2020,La Libertad,13,54,0
2/05/2020,La Libertad,13,116,0
3/05/2020,La Libertad,13,52,0
4/05/2020,La Libertad,13,126,0
5/05/2020,La Libertad,13,151,0
6/05/2020,La Libertad,13,112,0
7/05/2020,La Libertad,13,54,0
8/05/2020,La Libertad,13,73,0
9/05/2020,La Libertad,13,84,0
10/05/2020,La Libertad,13,38,0
11/05/2020,La Libertad,13,58,0
12/05/2020,La Libertad,13,105,0
13/05/2020,La Libertad,13,72,0
14/05/2020,La Libertad,13,85,0
15/05/2020,La Libertad,13,212,0
16/05/2020,La Libertad,13,145,0
17/05/2020,La Libertad,13,6,0
18/05/2020,La Libertad,13,120,0
19/05/2020,La Libertad,13,134,0
20/05/2020,La Libertad,13,142,0
21/05/2020,La Libertad,13,267,0
22/05/2020,La Libertad,13,234,0
23/05/2020,La Libertad,13,186,0
24/05/2020,La Libertad,13,68,0
25/05/2020,La Libertad,13,269,0
26/05/2020,La Libertad,13,182,0
27/05/2020,La Libertad,13,181,0
28/05/2020,La Libertad,13,307,0
29/05/2020,La Libertad,13,160,0
30/05/2020,La Libertad,13,173,0
31/05/2020,La Libertad,13,100,0
1/06/2020,La Libertad,13,226,0
2/06/2020,La Libertad,13,101,0
3/06/2020,La Libertad,13,96,0
4/06/2020,La Libertad,13,177,0
5/06/2020,La Libertad,13,123,0
6/06/2020,La Libertad,13,151,0
7/06/2020,La Libertad,13,45,0
8/06/2020,La Libertad,13,190,0
9/06/2020,La Libertad,13,253,0
10/06/2020,La Libertad,13,327,0
11/06/2020,La Libertad,13,203,0
12/06/2020,La Libertad,13,220,0
13/06/2020,La Libertad,13,203,0
14/06/2020,La Libertad,13,70,0
15/06/2020,La Libertad,13,218,0
16/06/2020,La Libertad,13,111,0
17/06/2020,La Libertad,13,249,0
18/06/2020,La Libertad,13,141,0
19/06/2020,La Libertad,13,205,0
20/06/2020,La Libertad,13,192,0
21/06/2020,La Libertad,13,69,0
22/06/2020,La Libertad,13,236,0
23/06/2020,La Libertad,13,233,0
24/06/2020,La Libertad,13,197,0
25/06/2020,La Libertad,13,171,0
26/06/2020,La Libertad,13,225,0
27/06/2020,La Libertad,13,209,0
28/06/2020,La Libertad,13,83,0
29/06/2020,La Libertad,13,113,0
30/06/2020,La Libertad,13,208,0
1/07/2020,La Libertad,13,156,0
2/07/2020,La Libertad,13,212,0
3/07/2020,La Libertad,13,233,0
4/07/2020,La Libertad,13,194,0
5/07/2020,La Libertad,13,43,0
6/07/2020,La Libertad,13,177,0
7/07/2020,La Libertad,13,181,0
8/07/2020,La Libertad,13,114,0
9/07/2020,La Libertad,13,127,0
10/07/2020,La Libertad,13,303,0
11/07/2020,La Libertad,13,203,0
12/07/2020,La Libertad,13,74,0
13/07/2020,La Libertad,13,113,0
14/07/2020,La Libertad,13,120,0
15/07/2020,La Libertad,13,255,0
16/07/2020,La Libertad,13,137,0
17/07/2020,La Libertad,13,166,0
18/07/2020,La Libertad,13,239,0
19/07/2020,La Libertad,13,36,0
20/07/2020,La Libertad,13,105,0
21/07/2020,La Libertad,13,199,0
22/07/2020,La Libertad,13,213,0
23/07/2020,La Libertad,13,252,0
24/07/2020,La Libertad,13,199,0
25/07/2020,La Libertad,13,204,0
26/07/2020,La Libertad,13,47,0
27/07/2020,La Libertad,13,303,0
28/07/2020,La Libertad,13,74,0
29/07/2020,La Libertad,13,286,0
30/07/2020,La Libertad,13,282,0
31/07/2020,La Libertad,13,320,0
1/08/2020,La Libertad,13,220,0
2/08/2020,La Libertad,13,68,0
3/08/2020,La Libertad,13,250,0
4/08/2020,La Libertad,13,268,0
5/08/2020,La Libertad,13,250,0
6/08/2020,La Libertad,13,268,0
7/08/2020,La Libertad,13,298,0
8/08/2020,La Libertad,13,239,0
9/08/2020,La Libertad,13,73,0
10/08/2020,La Libertad,13,295,0
11/08/2020,La Libertad,13,260,0
12/08/2020,La Libertad,13,252,0
13/08/2020,La Libertad,13,257,0
14/08/2020,La Libertad,13,289,0
15/08/2020,La Libertad,13,203,0
16/08/2020,La Libertad,13,53,0
17/08/2020,La Libertad,13,238,0
18/08/2020,La Libertad,13,275,0
19/08/2020,La Libertad,13,275,0
20/08/2020,La Libertad,13,294,0
21/08/2020,La Libertad,13,219,0
22/08/2020,La Libertad,13,195,0
23/08/2020,La Libertad,13,53,0
14/03/2020,Lambayeque,14,1,0
15/03/2020,Lambayeque,14,2,0
16/03/2020,Lambayeque,14,3,0
20/03/2020,Lambayeque,14,2,0
24/03/2020,Lambayeque,14,4,0
26/03/2020,Lambayeque,14,1,0
27/03/2020,Lambayeque,14,2,0
28/03/2020,Lambayeque,14,7,0
29/03/2020,Lambayeque,14,1,0
30/03/2020,Lambayeque,14,8,0
31/03/2020,Lambayeque,14,4,0
1/04/2020,Lambayeque,14,1,0
2/04/2020,Lambayeque,14,5,0
3/04/2020,Lambayeque,14,31,0
4/04/2020,Lambayeque,14,49,0
5/04/2020,Lambayeque,14,8,0
6/04/2020,Lambayeque,14,28,0
7/04/2020,Lambayeque,14,156,0
8/04/2020,Lambayeque,14,75,0
9/04/2020,Lambayeque,14,20,0
10/04/2020,Lambayeque,14,59,0
11/04/2020,Lambayeque,14,67,0
12/04/2020,Lambayeque,14,56,0
13/04/2020,Lambayeque,14,59,0
14/04/2020,Lambayeque,14,60,0
15/04/2020,Lambayeque,14,176,0
16/04/2020,Lambayeque,14,86,0
17/04/2020,Lambayeque,14,77,0
18/04/2020,Lambayeque,14,48,0
19/04/2020,Lambayeque,14,27,0
20/04/2020,Lambayeque,14,146,0
21/04/2020,Lambayeque,14,133,0
22/04/2020,Lambayeque,14,138,0
23/04/2020,Lambayeque,14,177,0
24/04/2020,Lambayeque,14,214,0
25/04/2020,Lambayeque,14,136,0
26/04/2020,Lambayeque,14,71,0
27/04/2020,Lambayeque,14,296,0
28/04/2020,Lambayeque,14,241,0
29/04/2020,Lambayeque,14,251,0
30/04/2020,Lambayeque,14,217,0
1/05/2020,Lambayeque,14,234,0
2/05/2020,Lambayeque,14,146,0
3/05/2020,Lambayeque,14,132,0
4/05/2020,Lambayeque,14,332,0
5/05/2020,Lambayeque,14,234,0
6/05/2020,Lambayeque,14,165,0
7/05/2020,Lambayeque,14,158,0
8/05/2020,Lambayeque,14,154,0
9/05/2020,Lambayeque,14,68,0
10/05/2020,Lambayeque,14,27,0
11/05/2020,Lambayeque,14,127,0
12/05/2020,Lambayeque,14,130,0
13/05/2020,Lambayeque,14,165,0
14/05/2020,Lambayeque,14,182,0
15/05/2020,Lambayeque,14,262,0
16/05/2020,Lambayeque,14,134,0
17/05/2020,Lambayeque,14,27,0
18/05/2020,Lambayeque,14,225,0
19/05/2020,Lambayeque,14,218,0
20/05/2020,Lambayeque,14,134,0
21/05/2020,Lambayeque,14,165,0
22/05/2020,Lambayeque,14,157,0
23/05/2020,Lambayeque,14,199,0
24/05/2020,Lambayeque,14,96,0
25/05/2020,Lambayeque,14,320,0
26/05/2020,Lambayeque,14,460,0
27/05/2020,Lambayeque,14,508,0
28/05/2020,Lambayeque,14,315,0
29/05/2020,Lambayeque,14,242,0
30/05/2020,Lambayeque,14,325,0
31/05/2020,Lambayeque,14,60,0
1/06/2020,Lambayeque,14,154,0
2/06/2020,Lambayeque,14,172,0
3/06/2020,Lambayeque,14,135,0
4/06/2020,Lambayeque,14,178,0
5/06/2020,Lambayeque,14,88,0
6/06/2020,Lambayeque,14,156,0
7/06/2020,Lambayeque,14,115,0
8/06/2020,Lambayeque,14,178,0
9/06/2020,Lambayeque,14,200,0
10/06/2020,Lambayeque,14,256,0
11/06/2020,Lambayeque,14,229,0
12/06/2020,Lambayeque,14,283,0
13/06/2020,Lambayeque,14,204,0
14/06/2020,Lambayeque,14,39,0
15/06/2020,Lambayeque,14,179,0
16/06/2020,Lambayeque,14,127,0
17/06/2020,Lambayeque,14,201,0
18/06/2020,Lambayeque,14,164,0
19/06/2020,Lambayeque,14,178,0
20/06/2020,Lambayeque,14,106,0
21/06/2020,Lambayeque,14,50,0
22/06/2020,Lambayeque,14,174,0
23/06/2020,Lambayeque,14,116,0
24/06/2020,Lambayeque,14,257,0
25/06/2020,Lambayeque,14,141,0
26/06/2020,Lambayeque,14,256,0
27/06/2020,Lambayeque,14,146,0
28/06/2020,Lambayeque,14,31,0
29/06/2020,Lambayeque,14,57,0
30/06/2020,Lambayeque,14,135,0
1/07/2020,Lambayeque,14,133,0
2/07/2020,Lambayeque,14,113,0
3/07/2020,Lambayeque,14,153,0
4/07/2020,Lambayeque,14,88,0
5/07/2020,Lambayeque,14,38,0
6/07/2020,Lambayeque,14,153,0
7/07/2020,Lambayeque,14,106,0
8/07/2020,Lambayeque,14,157,0
9/07/2020,Lambayeque,14,50,0
10/07/2020,Lambayeque,14,162,0
11/07/2020,Lambayeque,14,114,0
12/07/2020,Lambayeque,14,41,0
13/07/2020,Lambayeque,14,66,0
14/07/2020,Lambayeque,14,98,0
15/07/2020,Lambayeque,14,89,0
16/07/2020,Lambayeque,14,102,0
17/07/2020,Lambayeque,14,113,0
18/07/2020,Lambayeque,14,150,0
19/07/2020,Lambayeque,14,23,0
20/07/2020,Lambayeque,14,62,0
21/07/2020,Lambayeque,14,117,0
22/07/2020,Lambayeque,14,152,0
23/07/2020,Lambayeque,14,137,0
24/07/2020,Lambayeque,14,163,0
25/07/2020,Lambayeque,14,143,0
26/07/2020,Lambayeque,14,38,0
27/07/2020,Lambayeque,14,268,0
28/07/2020,Lambayeque,14,57,0
29/07/2020,Lambayeque,14,188,0
30/07/2020,Lambayeque,14,194,0
31/07/2020,Lambayeque,14,165,0
1/08/2020,Lambayeque,14,143,0
2/08/2020,Lambayeque,14,68,0
3/08/2020,Lambayeque,14,183,0
4/08/2020,Lambayeque,14,211,0
5/08/2020,Lambayeque,14,125,0
6/08/2020,Lambayeque,14,216,0
7/08/2020,Lambayeque,14,210,0
8/08/2020,Lambayeque,14,166,0
9/08/2020,Lambayeque,14,36,0
10/08/2020,Lambayeque,14,187,0
11/08/2020,Lambayeque,14,180,0
12/08/2020,Lambayeque,14,189,0
13/08/2020,Lambayeque,14,199,0
14/08/2020,Lambayeque,14,169,0
15/08/2020,Lambayeque,14,133,0
16/08/2020,Lambayeque,14,43,0
17/08/2020,Lambayeque,14,168,0
18/08/2020,Lambayeque,14,149,0
19/08/2020,Lambayeque,14,212,0
20/08/2020,Lambayeque,14,302,0
21/08/2020,Lambayeque,14,175,0
22/08/2020,Lambayeque,14,119,0
23/08/2020,Lambayeque,14,39,0
6/03/2020,Lima,15,1,0
7/03/2020,Lima,15,4,0
8/03/2020,Lima,15,2,0
9/03/2020,Lima,15,1,0
10/03/2020,Lima,15,1,0
11/03/2020,Lima,15,6,0
12/03/2020,Lima,15,8,0
13/03/2020,Lima,15,9,0
14/03/2020,Lima,15,15,0
15/03/2020,Lima,15,22,0
16/03/2020,Lima,15,15,0
17/03/2020,Lima,15,16,0
18/03/2020,Lima,15,50,0
19/03/2020,Lima,15,53,0
20/03/2020,Lima,15,26,0
21/03/2020,Lima,15,27,0
22/03/2020,Lima,15,32,0
23/03/2020,Lima,15,26,0
24/03/2020,Lima,15,47,0
25/03/2020,Lima,15,83,0
26/03/2020,Lima,15,38,0
27/03/2020,Lima,15,22,0
28/03/2020,Lima,15,82,0
29/03/2020,Lima,15,107,0
30/03/2020,Lima,15,90,0
31/03/2020,Lima,15,190,0
1/04/2020,Lima,15,58,0
2/04/2020,Lima,15,168,0
3/04/2020,Lima,15,170,0
4/04/2020,Lima,15,480,0
5/04/2020,Lima,15,308,0
6/04/2020,Lima,15,473,0
7/04/2020,Lima,15,614,0
8/04/2020,Lima,15,673,0
9/04/2020,Lima,15,607,0
10/04/2020,Lima,15,763,0
11/04/2020,Lima,15,742,0
12/04/2020,Lima,15,509,0
13/04/2020,Lima,15,694,0
14/04/2020,Lima,15,606,0
15/04/2020,Lima,15,746,0
16/04/2020,Lima,15,813,0
17/04/2020,Lima,15,541,0
18/04/2020,Lima,15,835,0
19/04/2020,Lima,15,799,0
20/04/2020,Lima,15,1073,0
21/04/2020,Lima,15,1197,0
22/04/2020,Lima,15,1363,0
23/04/2020,Lima,15,1229,0
24/04/2020,Lima,15,1253,0
25/04/2020,Lima,15,1327,0
26/04/2020,Lima,15,944,0
27/04/2020,Lima,15,1869,0
28/04/2020,Lima,15,1654,0
29/04/2020,Lima,15,2447,0
30/04/2020,Lima,15,1652,0
1/05/2020,Lima,15,1299,0
2/05/2020,Lima,15,1842,0
3/05/2020,Lima,15,1157,0
4/05/2020,Lima,15,2147,0
5/05/2020,Lima,15,2310,0
6/05/2020,Lima,15,2211,0
7/05/2020,Lima,15,2266,0
8/05/2020,Lima,15,1943,0
9/05/2020,Lima,15,1360,0
10/05/2020,Lima,15,586,0
11/05/2020,Lima,15,2225,0
12/05/2020,Lima,15,2837,0
13/05/2020,Lima,15,2618,0
14/05/2020,Lima,15,2063,0
15/05/2020,Lima,15,2219,0
16/05/2020,Lima,15,2282,0
17/05/2020,Lima,15,1241,0
18/05/2020,Lima,15,2885,0
19/05/2020,Lima,15,2647,0
20/05/2020,Lima,15,2748,0
21/05/2020,Lima,15,2863,0
22/05/2020,Lima,15,3222,0
23/05/2020,Lima,15,2792,0
24/05/2020,Lima,15,923,0
25/05/2020,Lima,15,3839,0
26/05/2020,Lima,15,3809,0
27/05/2020,Lima,15,4020,0
28/05/2020,Lima,15,3376,0
29/05/2020,Lima,15,2999,0
30/05/2020,Lima,15,2436,0
31/05/2020,Lima,15,1300,0
1/06/2020,Lima,15,1935,0
2/06/2020,Lima,15,1806,0
3/06/2020,Lima,15,848,0
4/06/2020,Lima,15,1763,0
5/06/2020,Lima,15,2610,0
6/06/2020,Lima,15,2348,0
7/06/2020,Lima,15,1625,0
8/06/2020,Lima,15,2147,0
9/06/2020,Lima,15,2584,0
10/06/2020,Lima,15,2568,0
11/06/2020,Lima,15,1907,0
12/06/2020,Lima,15,1572,0
13/06/2020,Lima,15,1939,0
14/06/2020,Lima,15,1501,0
15/06/2020,Lima,15,2092,0
16/06/2020,Lima,15,1638,0
17/06/2020,Lima,15,1601,0
18/06/2020,Lima,15,1506,0
19/06/2020,Lima,15,1242,0
20/06/2020,Lima,15,1527,0
21/06/2020,Lima,15,560,0
22/06/2020,Lima,15,1749,0
23/06/2020,Lima,15,1654,0
24/06/2020,Lima,15,1750,0
25/06/2020,Lima,15,1900,0
26/06/2020,Lima,15,1710,0
27/06/2020,Lima,15,1279,0
28/06/2020,Lima,15,751,0
29/06/2020,Lima,15,1051,0
30/06/2020,Lima,15,1336,0
1/07/2020,Lima,15,1348,0
2/07/2020,Lima,15,1111,0
3/07/2020,Lima,15,1413,0
4/07/2020,Lima,15,1290,0
5/07/2020,Lima,15,1126,0
6/07/2020,Lima,15,1432,0
7/07/2020,Lima,15,1581,0
8/07/2020,Lima,15,926,0
9/07/2020,Lima,15,1095,0
10/07/2020,Lima,15,1691,0
11/07/2020,Lima,15,1248,0
12/07/2020,Lima,15,1073,0
13/07/2020,Lima,15,1763,0
14/07/2020,Lima,15,1654,0
15/07/2020,Lima,15,2009,0
16/07/2020,Lima,15,2084,0
17/07/2020,Lima,15,2021,0
18/07/2020,Lima,15,1800,0
19/07/2020,Lima,15,1185,0
20/07/2020,Lima,15,1611,0
21/07/2020,Lima,15,2002,0
22/07/2020,Lima,15,2313,0
23/07/2020,Lima,15,1995,0
24/07/2020,Lima,15,2200,0
25/07/2020,Lima,15,1909,0
26/07/2020,Lima,15,1612,0
27/07/2020,Lima,15,2538,0
28/07/2020,Lima,15,1168,0
29/07/2020,Lima,15,2612,0
30/07/2020,Lima,15,2800,0
31/07/2020,Lima,15,2665,0
1/08/2020,Lima,15,2787,0
2/08/2020,Lima,15,1676,0
3/08/2020,Lima,15,3005,0
4/08/2020,Lima,15,2981,0
5/08/2020,Lima,15,2679,0
6/08/2020,Lima,15,2907,0
7/08/2020,Lima,15,2467,0
8/08/2020,Lima,15,2618,0
9/08/2020,Lima,15,1729,0
10/08/2020,Lima,15,2701,0
11/08/2020,Lima,15,3333,0
12/08/2020,Lima,15,3556,0
13/08/2020,Lima,15,3220,0
14/08/2020,Lima,15,3619,0
15/08/2020,Lima,15,3486,0
16/08/2020,Lima,15,2056,0
17/08/2020,Lima,15,3529,0
18/08/2020,Lima,15,3358,0
19/08/2020,Lima,15,3220,0
20/08/2020,Lima,15,2780,0
21/08/2020,Lima,15,2910,0
22/08/2020,Lima,15,2482,0
23/08/2020,Lima,15,1079,0
19/03/2020,Lima Region,16,3,0
25/03/2020,Lima Region,16,1,0
28/03/2020,Lima Region,16,1,0
30/03/2020,Lima Region,16,6,0
31/03/2020,Lima Region,16,2,0
1/04/2020,Lima Region,16,3,0
2/04/2020,Lima Region,16,2,0
3/04/2020,Lima Region,16,16,0
4/04/2020,Lima Region,16,19,0
5/04/2020,Lima Region,16,5,0
6/04/2020,Lima Region,16,9,0
7/04/2020,Lima Region,16,18,0
8/04/2020,Lima Region,16,22,0
9/04/2020,Lima Region,16,16,0
10/04/2020,Lima Region,16,26,0
11/04/2020,Lima Region,16,24,0
12/04/2020,Lima Region,16,8,0
13/04/2020,Lima Region,16,18,0
14/04/2020,Lima Region,16,8,0
15/04/2020,Lima Region,16,30,0
16/04/2020,Lima Region,16,23,0
17/04/2020,Lima Region,16,31,0
18/04/2020,Lima Region,16,31,0
19/04/2020,Lima Region,16,38,0
20/04/2020,Lima Region,16,51,0
21/04/2020,Lima Region,16,51,0
22/04/2020,Lima Region,16,70,0
23/04/2020,Lima Region,16,50,0
